meal_id	meal_name	meal_type	diet_type	prep_time_min	ingredients
5524	Lean Beef Couscous Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":12,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":37,"g":60}]
5525	Lean Beef Couscous Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":12,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":110,"g":15}]
5526	Lean Beef Couscous Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":12,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":36,"g":10}]
5527	Lean Beef Couscous Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":12,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":36,"g":10}]
5528	Lean Beef Potato Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":36,"g":10}]
5529	Lean Beef Potato Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":37,"g":60}]
5530	Lean Beef Potato Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
5531	Lean Beef Potato Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":66,"g":120},{"id":55,"g":90},{"id":36,"g":10}]
5532	Lean Beef Potato Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":6}]
5533	Lean Beef Potato Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":36,"g":10}]
5534	Lean Beef Potato Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":56,"g":70},{"id":53,"g":100},{"id":110,"g":15}]
5535	Lean Beef Potato Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":70,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
5536	Lean Beef Quinoa Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":58,"g":120},{"id":59,"g":60},{"id":37,"g":60}]
5537	Lean Beef Quinoa Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
5538	Lean Beef Quinoa Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
5539	Lean Beef Quinoa Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":66,"g":120},{"id":55,"g":90},{"id":37,"g":60}]
5540	Lean Beef Quinoa Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":62,"g":100},{"id":54,"g":100},{"id":36,"g":10}]
5541	Lean Beef Quinoa Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":64,"g":100},{"id":63,"g":120},{"id":37,"g":60}]
5542	Lean Beef Quinoa Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":56,"g":70},{"id":53,"g":100},{"id":28,"g":6}]
5543	Lean Beef Quinoa Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":11,"g":200},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":6}]
5544	Lean Beef Sweet Potato Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
5545	Lean Beef Sweet Potato Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":36,"g":10}]
5546	Lean Beef Sweet Potato Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":37,"g":60}]
5547	Lean Beef Sweet Potato Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":6}]
5548	Lean Beef Sweet Potato Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
5549	Lean Beef Sweet Potato Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
5550	Lean Beef Sweet Potato Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":56,"g":70},{"id":53,"g":100},{"id":37,"g":60}]
5551	Lean Beef Sweet Potato Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":69,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":37,"g":60}]
5552	Lean Beef White Rice Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
5553	Lean Beef White Rice Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":36,"g":10}]
5554	Lean Beef White Rice Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":37,"g":60}]
5555	Lean Beef White Rice Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":6}]
5556	Lean Beef White Rice Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
5557	Lean Beef White Rice Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
5558	Lean Beef White Rice Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":37,"g":60}]
5559	Lean Beef White Rice Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":87,"g":170},{"id":9,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":37,"g":60}]
5560	Lean Beef Whole Wheat Pasta Plate (Bell Peppers + Onion)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":36,"g":10}]
5561	Lean Beef Whole Wheat Pasta Plate (Broccoli + Spinach)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":37,"g":60}]
5562	Lean Beef Whole Wheat Pasta Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
5563	Lean Beef Whole Wheat Pasta Plate (Green Beans + Carrots)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":36,"g":10}]
5564	Lean Beef Whole Wheat Pasta Plate (Kale + Cucumber)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":6}]
5565	Lean Beef Whole Wheat Pasta Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":36,"g":10}]
5566	Lean Beef Whole Wheat Pasta Plate (Spinach + Tomato)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":110,"g":15}]
5567	Lean Beef Whole Wheat Pasta Plate (Tomato + Lettuce)	dinner	non-vegetarian	24	[{"id":87,"g":170},{"id":14,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
5568	Lean Turkey + Black Bean Chili Bowl + brown rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":73,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":10,"g":220}]
5569	Lean Turkey + Black Bean Chili Bowl + quinoa	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":73,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":11,"g":180}]
5570	Lean Turkey + Black Bean Chili Bowl + rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":73,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":9,"g":220}]
5571	Lean Turkey + Chickpea Chili Bowl + brown rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":72,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":10,"g":220}]
5572	Lean Turkey + Chickpea Chili Bowl + quinoa	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":72,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":11,"g":180}]
5573	Lean Turkey + Chickpea Chili Bowl + rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":72,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":9,"g":220}]
5574	Lean Turkey + Kidney Bean Chili Bowl + brown rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":74,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":10,"g":220}]
5575	Lean Turkey + Kidney Bean Chili Bowl + quinoa	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":74,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":11,"g":180}]
5576	Lean Turkey + Kidney Bean Chili Bowl + rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":74,"g":200},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":9,"g":220}]
5577	Lean Turkey + Lentil Chili Bowl + brown rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":71,"g":220},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":10,"g":220}]
5578	Lean Turkey + Lentil Chili Bowl + quinoa	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":71,"g":220},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":11,"g":180}]
5579	Lean Turkey + Lentil Chili Bowl + rice	dinner	non-vegetarian	30	[{"id":86,"g":150},{"id":71,"g":220},{"id":53,"g":180},{"id":59,"g":70},{"id":58,"g":100},{"id":9,"g":220}]
5580	Lean Turkey Brown Rice Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
5581	Lean Turkey Brown Rice Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":36,"g":10}]
5582	Lean Turkey Brown Rice Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":37,"g":60}]
5583	Lean Turkey Brown Rice Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":6}]
5584	Lean Turkey Brown Rice Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
5585	Lean Turkey Brown Rice Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
5586	Lean Turkey Brown Rice Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":37,"g":60}]
5587	Lean Turkey Brown Rice Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":10,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":37,"g":60}]
5588	Lean Turkey Couscous Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":37,"g":60}]
5589	Lean Turkey Couscous Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
5590	Lean Turkey Couscous Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
5591	Lean Turkey Couscous Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":37,"g":60}]
5592	Lean Turkey Couscous Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":36,"g":10}]
5593	Lean Turkey Couscous Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":37,"g":60}]
5594	Lean Turkey Couscous Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":28,"g":6}]
5595	Lean Turkey Couscous Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":12,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":6}]
5596	Lean Turkey Pasta Bowl (Bell Peppers + tomato)	dinner	non-vegetarian	28	[{"id":86,"g":170},{"id":13,"g":200},{"id":58,"g":120},{"id":59,"g":60},{"id":53,"g":120},{"id":28,"g":6}]
5597	Lean Turkey Pasta Bowl (Mushrooms + tomato)	dinner	non-vegetarian	28	[{"id":86,"g":170},{"id":13,"g":200},{"id":64,"g":100},{"id":63,"g":120},{"id":53,"g":120},{"id":28,"g":6}]
5598	Lean Turkey Pasta Bowl (Spinach + tomato)	dinner	non-vegetarian	28	[{"id":86,"g":170},{"id":13,"g":200},{"id":56,"g":70},{"id":53,"g":100},{"id":53,"g":120},{"id":28,"g":6}]
5599	Lean Turkey Potato Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
5600	Lean Turkey Potato Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":36,"g":10}]
5601	Lean Turkey Potato Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":37,"g":60}]
5602	Lean Turkey Potato Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":6}]
5603	Lean Turkey Potato Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
5604	Lean Turkey Potato Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
5605	Lean Turkey Potato Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":56,"g":70},{"id":53,"g":100},{"id":37,"g":60}]
5606	Lean Turkey Potato Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":70,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":37,"g":60}]
5607	Lean Turkey Quinoa Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":58,"g":120},{"id":59,"g":60},{"id":36,"g":10}]
5608	Lean Turkey Quinoa Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":57,"g":150},{"id":56,"g":70},{"id":37,"g":60}]
5609	Lean Turkey Quinoa Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
5610	Lean Turkey Quinoa Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":66,"g":120},{"id":55,"g":90},{"id":36,"g":10}]
5611	Lean Turkey Quinoa Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":6}]
5612	Lean Turkey Quinoa Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":64,"g":100},{"id":63,"g":120},{"id":36,"g":10}]
5613	Lean Turkey Quinoa Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":56,"g":70},{"id":53,"g":100},{"id":110,"g":15}]
5614	Lean Turkey Quinoa Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":11,"g":200},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
5615	Lean Turkey Sweet Potato Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":110,"g":15}]
5616	Lean Turkey Sweet Potato Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
5617	Lean Turkey Sweet Potato Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":36,"g":10}]
5618	Lean Turkey Sweet Potato Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":66,"g":120},{"id":55,"g":90},{"id":110,"g":15}]
5619	Lean Turkey Sweet Potato Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":37,"g":60}]
5620	Lean Turkey Sweet Potato Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":110,"g":15}]
5621	Lean Turkey Sweet Potato Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":56,"g":70},{"id":53,"g":100},{"id":36,"g":10}]
5622	Lean Turkey Sweet Potato Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":69,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":36,"g":10}]
5623	Lean Turkey White Rice Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":110,"g":15}]
5624	Lean Turkey White Rice Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
5625	Lean Turkey White Rice Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":36,"g":10}]
5626	Lean Turkey White Rice Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":110,"g":15}]
5627	Lean Turkey White Rice Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":37,"g":60}]
5628	Lean Turkey White Rice Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":110,"g":15}]
5629	Lean Turkey White Rice Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":36,"g":10}]
5630	Lean Turkey White Rice Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":86,"g":170},{"id":9,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":36,"g":10}]
5631	Lean Turkey Whole Wheat Pasta Bowl (Bell Peppers + tomato)	dinner	non-vegetarian	28	[{"id":86,"g":170},{"id":14,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":53,"g":120},{"id":28,"g":6}]
5632	Lean Turkey Whole Wheat Pasta Bowl (Mushrooms + tomato)	dinner	non-vegetarian	28	[{"id":86,"g":170},{"id":14,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":53,"g":120},{"id":28,"g":6}]
5633	Lean Turkey Whole Wheat Pasta Bowl (Spinach + tomato)	dinner	non-vegetarian	28	[{"id":86,"g":170},{"id":14,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":53,"g":120},{"id":28,"g":6}]
5634	Lean Turkey Whole Wheat Pasta Plate (Bell Peppers + Onion)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
5635	Lean Turkey Whole Wheat Pasta Plate (Broccoli + Spinach)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":36,"g":10}]
5636	Lean Turkey Whole Wheat Pasta Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":37,"g":60}]
5637	Lean Turkey Whole Wheat Pasta Plate (Green Beans + Carrots)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":6}]
5638	Lean Turkey Whole Wheat Pasta Plate (Kale + Cucumber)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
5639	Lean Turkey Whole Wheat Pasta Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
5640	Lean Turkey Whole Wheat Pasta Plate (Spinach + Tomato)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":37,"g":60}]
5641	Lean Turkey Whole Wheat Pasta Plate (Tomato + Lettuce)	dinner	non-vegetarian	24	[{"id":86,"g":170},{"id":14,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":37,"g":60}]
5642	Salmon Brown Rice Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":37,"g":60}]
5643	Salmon Brown Rice Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
5644	Salmon Brown Rice Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
5645	Salmon Brown Rice Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":37,"g":60}]
5646	Salmon Brown Rice Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":36,"g":10}]
5647	Salmon Brown Rice Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":37,"g":60}]
5648	Salmon Brown Rice Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":28,"g":6}]
5649	Salmon Brown Rice Plate (Tomato + Lettuce)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":10,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":6}]
5650	Salmon Couscous Plate (Bell Peppers + Onion)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":12,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
5651	Salmon Couscous Plate (Broccoli + Spinach)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":12,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":36,"g":10}]
5652	Salmon Couscous Plate (Cauliflower + Broccoli)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":12,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":37,"g":60}]
5653	Salmon Couscous Plate (Green Beans + Carrots)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":12,"g":220},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":6}]
5654	Salmon Couscous Plate (Kale + Cucumber)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":12,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
5655	Salmon Couscous Plate (Mushrooms + Zucchini)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":12,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
5656	Salmon Couscous Plate (Spinach + Tomato)	dinner	non-vegetarian	25	[{"id":88,"g":160},{"id":12,"g":220},{"id":56,"g":70},{"id":53,"g":100},{"id":37,"g":60}]
